feature_id,feature_index,vst.mean,vst.variance,vst.variance.expected,vst.variance.standardized,vst.variable,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,calibration_variance,calibration_cells
ENSG00000067082,17022,1.3600277653904569,4.27805430287391,3.390851741629033,1.2616459311331667,1,False,KLF6,NCBITaxon:9606,gene,925,protein_coding,1.687891,10000
ENSG00000164919,15257,1.379658889208246,2.362568186556905,3.4620578183222457,0.6824173109041972,0,False,COX6C,NCBITaxon:9606,gene,571,protein_coding,1.6524245,10000
ENSG00000080824,24139,1.170508159486068,2.8033473068696684,2.731115208479819,1.0264478401182597,1,False,HSP90AA1,NCBITaxon:9606,gene,589,protein_coding,1.6394702,10000
ENSG00000164104,8961,0.5494897268855926,2.9961827099314724,0.9504209404386359,3.1524796881695676,1,False,HMGB2,NCBITaxon:9606,gene,1175,protein_coding,1.6333183,10000
ENSG00000104964,30064,1.2942715067688146,2.2551109352024814,3.156225206057346,0.7144962060599428,0,False,TLE5,NCBITaxon:9606,gene,1012,protein_coding,1.617325,10000
ENSG00000175390,18618,1.325455530941037,2.196894544233232,3.2667447594402703,0.6725026612151034,0,False,EIF3F,NCBITaxon:9606,gene,2536,protein_coding,1.6156992,10000
ENSG00000147677,15374,1.249233609572815,2.1638648356649925,2.9990111141252926,0.7215261142132774,0,False,EIF3H,NCBITaxon:9606,gene,731,protein_coding,1.6151354,10000
ENSG00000100650,23718,1.5536345200342343,2.6001621995612645,4.1159841560554735,0.6317230827316344,0,False,SRSF5,NCBITaxon:9606,gene,939,protein_coding,1.6070138,10000
ENSG00000136490,28722,1.3932837858286025,2.6407091381049277,3.5117893210702196,0.7519554553814498,0,False,LIMD2,NCBITaxon:9606,gene,803,protein_coding,1.6064322,10000
ENSG00000125743,31309,1.4856733627586693,2.327070542406768,3.8556842324083402,0.6035428220066111,0,False,SNRPD2,NCBITaxon:9606,gene,555,protein_coding,1.5883514,10000
ENSG00000213719,11354,0.9493753988072411,2.6371400866014696,2.0271145052593416,1.3009329664239162,1,False,CLIC1,NCBITaxon:9606,gene,1197,protein_coding,1.5827434,10000
ENSG00000118816,8292,1.3808902378392314,2.2877427015136726,3.466541831127959,0.6599495442281302,0,False,CCNI,NCBITaxon:9606,gene,593,protein_coding,1.5024391,10000
ENSG00000171476,8130,0.4991869736444957,1.5027832859722738,0.8346889451890274,1.800411152718234,1,False,HOPX,NCBITaxon:9606,gene,1138,protein_coding,1.482449,10000
ENSG00000160932,15601,0.9462746099595128,1.8368708009258317,2.017766405186653,0.9103485895123975,0,False,LY6E,NCBITaxon:9606,gene,868,protein_coding,1.4792287,10000
ENSG00000146278,11926,1.3334128612683211,2.084954221486866,3.295163196711564,0.632731703113517,0,False,PNRC1,NCBITaxon:9606,gene,1345,protein_coding,1.4771912,10000
ENSG00000128340,33952,1.0347371615092267,1.8861240380991788,2.290224474082858,0.82355422335703,0,False,RAC2,NCBITaxon:9606,gene,797,protein_coding,1.4717646,10000
ENSG00000277632,28043,0.29004825317424543,1.9697158679111897,0.4077229726808585,4.831015174253323,1,False,CCL3,NCBITaxon:9606,gene,1117,protein_coding,1.4669172,10000
ENSG00000132424,11977,1.2043246116808388,1.7415875284613664,2.8451043840621613,0.6121348440502256,0,False,PNISR,NCBITaxon:9606,gene,2856,protein_coding,1.4643718,10000
ENSG00000197746,17597,0.5632563326786957,3.206826223421597,0.9829157080811152,3.2625648334469926,1,False,PSAP,NCBITaxon:9606,gene,538,protein_coding,1.4453199,10000
ENSG00000170296,27451,1.1662112491463423,3.675716216187324,2.716748961318431,1.3529833887899037,1,False,GABARAP,NCBITaxon:9606,gene,672,protein_coding,1.4441457,10000
ENSG00000142546,31483,0.9415293542144868,2.1664097526508006,2.0034893685585233,1.0813183172507543,1,False,NOSIP,NCBITaxon:9606,gene,849,protein_coding,1.4414304,10000
ENSG00000161960,27484,1.0689859467733942,2.5740665256263853,2.398876922058793,1.073029842410821,1,False,EIF4A1,NCBITaxon:9606,gene,631,protein_coding,1.4379058,10000
ENSG00000081237,2651,1.1606645759893421,1.7161414687420236,2.698243713819454,0.6360216684473554,0,False,PTPRC,NCBITaxon:9606,gene,1851,protein_coding,1.419119,10000
ENSG00000160888,30461,1.1210396489455476,2.8368676825597063,2.567342711492964,1.1049820773237435,1,False,IER2,NCBITaxon:9606,gene,2110,protein_coding,1.4001873,10000
ENSG00000196405,24093,1.2024863955191079,1.8124373983206936,2.8388659141900954,0.6384371270474454,0,False,EVL,NCBITaxon:9606,gene,737,protein_coding,1.3973808,10000
ENSG00000213654,11395,1.2741976418632914,1.9685012834265028,3.085800732906067,0.6379223591459832,0,False,GPSM3,NCBITaxon:9606,gene,1417,protein_coding,1.3910773,10000
ENSG00000127540,30000,1.355537906403093,2.037411833201331,3.374640702761183,0.6037418536304965,0,False,UQCR11,NCBITaxon:9606,gene,533,protein_coding,1.3903733,10000
ENSG00000163479,2122,1.1619855937013877,1.9966006606444568,2.7026469613114936,0.7387574808086134,0,False,SSR2,NCBITaxon:9606,gene,872,protein_coding,1.3787454,10000
ENSG00000002586,34297,0.8793870798062827,1.6842346125964784,1.8197541485699473,0.9255286566657409,0,False,CD99,NCBITaxon:9606,gene,815,protein_coding,1.3730567,10000
ENSG00000158710,2228,0.8339720920997536,2.255919735374358,1.68932579610645,1.3353964880933167,1,False,TAGLN2,NCBITaxon:9606,gene,1051,protein_coding,1.364265,10000
ENSG00000118680,29216,1.0292993722363708,1.6444359971633984,2.2731347007043627,0.7234221520996645,0,False,MYL12B,NCBITaxon:9606,gene,1064,protein_coding,1.3565382,10000
ENSG00000128016,31084,1.0364584876188616,3.1799673935549695,2.295643464802688,1.3852183243310952,1,False,ZFP36,NCBITaxon:9606,gene,1194,protein_coding,1.3331589,10000
ENSG00000107223,16915,1.2825568818217554,1.9272325978065605,3.115058475777975,0.6186826388044345,0,False,EDF1,NCBITaxon:9606,gene,790,protein_coding,1.3329613,10000
ENSG00000082074,9441,1.014432718966692,1.8328413443313054,2.226638981215484,0.8231425748838083,0,False,FYB1,NCBITaxon:9606,gene,749,protein_coding,1.3248534,10000
ENSG00000189043,12775,1.197803587884106,1.9958446788757396,2.8229954328104596,0.7069953623416877,0,False,NDUFA4,NCBITaxon:9606,gene,534,protein_coding,1.3237507,10000
ENSG00000126267,30928,1.2153755253046947,2.2436290060426933,2.882710367434067,0.7783053862743966,0,False,COX6B1,NCBITaxon:9606,gene,488,protein_coding,1.3219564,10000
ENSG00000198821,2360,0.6181330096706503,1.2110719219367998,1.1158712689087866,1.0853150857916198,1,False,CD247,NCBITaxon:9606,gene,1371,protein_coding,1.254237,10000
ENSG00000179218,30447,0.5928863596514755,1.884240897674251,1.0540293077864114,1.7876551285440805,1,False,CALR,NCBITaxon:9606,gene,1597,protein_coding,1.2328833,10000
ENSG00000145287,8335,0.7915145828346158,1.831551009303827,1.5703871579296076,1.1663053916829722,1,False,PLAC8,NCBITaxon:9606,gene,959,protein_coding,1.2210228,10000
ENSG00000143933,3869,0.9281518481838408,2.21251371057981,1.9634279592023922,1.1268626894221487,1,False,CALM2,NCBITaxon:9606,gene,1187,protein_coding,1.2153013,10000
ENSG00000112695,11835,1.1071913802393363,1.9020144934850463,2.5221351364483366,0.7541287007113138,0,False,COX7A2,NCBITaxon:9606,gene,486,protein_coding,1.2138941,10000
ENSG00000085265,16853,0.3189072861732679,3.7606374975751,0.46107984220977716,8.156152477956894,1,False,FCN1,NCBITaxon:9606,gene,7588,protein_coding,1.1995728,10000
ENSG00000216490,30640,0.4427595019202794,5.486721609283513,0.7106335318727597,7.720887578748523,1,False,IFI30,NCBITaxon:9606,gene,988,protein_coding,1.1960018,10000
ENSG00000203896,32826,0.8733376193019102,1.7156280935087653,1.8021913264551526,0.9519677896033147,0,False,LIME1,NCBITaxon:9606,gene,742,protein_coding,1.1791159,10000
ENSG00000096384,11651,0.9293399635078865,1.8164110219245222,1.9669747703026597,0.9234541537247893,0,False,HSP90AB1,NCBITaxon:9606,gene,2613,protein_coding,1.1776435,10000
ENSG00000173660,992,1.0081302635550429,2.2060200323639583,2.2070285000809484,0.9995430653940295,0,False,UQCRH,NCBITaxon:9606,gene,621,protein_coding,1.1745648,10000
ENSG00000130592,18425,0.9302742833078603,1.9083962250475819,1.9697654787036318,0.9688443856162101,0,False,LSP1,NCBITaxon:9606,gene,895,protein_coding,1.1494367,10000
ENSG00000102317,34599,0.9733314545525873,1.5948600926967578,2.099834199177802,0.7595171529920889,0,False,RBM3,NCBITaxon:9606,gene,947,protein_coding,1.1486895,10000
ENSG00000152795,8323,1.0967409292118648,1.530424666143103,2.4882060476806807,0.6150715161137702,0,False,HNRNPDL,NCBITaxon:9606,gene,1894,protein_coding,1.1335821,10000
ENSG00000172183,25433,0.6507981749139538,1.5748913856315891,1.1975620766030146,1.315081210743167,1,False,ISG20,NCBITaxon:9606,gene,800,protein_coding,1.1255627,10000
ENSG00000103363,25817,1.064659413612247,1.679969173369536,2.3850547902093915,0.7043734090579326,0,False,ELOB,NCBITaxon:9606,gene,778,protein_coding,1.1223328,10000
ENSG00000188612,28888,1.0729041653690004,1.6601453814910117,2.4114185705641034,0.6884517693141023,0,False,SUMO2,NCBITaxon:9606,gene,809,protein_coding,1.117728,10000
ENSG00000197448,14070,0.8992752016153245,1.486638426619102,1.8779000522341929,0.791649387757567,0,False,GSTK1,NCBITaxon:9606,gene,888,protein_coding,1.1051362,10000
ENSG00000120742,7151,0.9770751386868444,1.8008220495835061,2.111277756805906,0.8529536408784517,0,False,SERP1,NCBITaxon:9606,gene,795,protein_coding,1.1022577,10000
ENSG00000100129,33974,0.9013624096003561,1.4517385019953337,1.884038349472609,0.7705461528463622,0,False,EIF3L,NCBITaxon:9606,gene,787,protein_coding,1.1020374,10000
ENSG00000220205,27514,1.106393165294543,1.4289328079059376,2.5195379405230582,0.5671408177364495,0,False,VAMP2,NCBITaxon:9606,gene,1022,protein_coding,1.0913898,10000
ENSG00000084207,19513,0.7054218569986317,2.2719170725598756,1.3383120848656462,1.6975988622105191,1,False,GSTP1,NCBITaxon:9606,gene,714,protein_coding,1.0909669,10000
ENSG00000133321,19308,0.8358583452691953,1.2881556993471976,1.6946774149569592,0.7601185263812029,0,False,PLAAT4,NCBITaxon:9606,gene,758,protein_coding,1.0899012,10000
ENSG00000219200,27438,1.0612952218389047,1.984155170731482,2.3743263078224515,0.835670802358065,0,False,RNASEK,NCBITaxon:9606,gene,676,protein_coding,1.0898637,10000
ENSG00000152082,4750,0.8517850151756914,1.2809250916102033,1.7400913759649514,0.7361251881878728,0,False,MZT2B,NCBITaxon:9606,gene,480,protein_coding,1.0777717,10000
ENSG00000131051,32375,0.9426165918223399,1.2940532551551223,2.0067574669821324,0.6448478585221826,0,False,RBM39,NCBITaxon:9606,gene,825,protein_coding,1.0669537,10000
ENSG00000134539,20593,0.45550772314991467,1.2037641052319437,0.7381149295220717,1.630862697780625,1,False,KLRD1,NCBITaxon:9606,gene,789,protein_coding,1.059593,10000
ENSG00000244754,22370,0.91770459962355,1.1314988965924573,1.932334827367165,0.5855604735609161,0,False,N4BP2L2,NCBITaxon:9606,gene,2454,protein_coding,1.0572325,10000
ENSG00000123144,30427,1.0116185509316378,1.4218544474301817,2.2178751102397274,0.6410885991064306,0,False,TRIR,NCBITaxon:9606,gene,879,protein_coding,1.0542529,10000
ENSG00000233276,6294,0.5775337319871229,3.7185739158662203,1.016983081606801,3.6564756907972633,1,False,GPX1,NCBITaxon:9606,gene,845,protein_coding,1.0506982,10000
ENSG00000106803,16406,0.6116944494038207,1.956539844759005,1.0999918079600197,1.7786858325426367,1,False,SEC61B,NCBITaxon:9606,gene,587,protein_coding,1.048369,10000
ENSG00000074800,214,0.7372968134650935,1.7196415909606466,1.4227944775500723,1.2086366781108595,1,False,ENO1,NCBITaxon:9606,gene,642,protein_coding,1.0471181,10000
ENSG00000125148,26621,0.5549675469982074,1.8031644969527425,0.9633090132889317,1.8718443117034895,1,False,MT2A,NCBITaxon:9606,gene,581,protein_coding,1.0452124,10000
ENSG00000156976,7473,1.0849094142127094,1.5399187309769558,2.4499872172145465,0.6285415369359283,0,False,EIF4A2,NCBITaxon:9606,gene,734,protein_coding,1.0366685,10000
ENSG00000175567,19654,0.7452525425587873,1.4634959771139495,1.4441466404808738,1.0133984569777372,1,False,UCP2,NCBITaxon:9606,gene,567,protein_coding,1.0324543,10000
ENSG00000179344,11404,0.24084394617613408,1.4059463470856566,0.3216756537444678,4.370695546034676,1,False,HLA-DQB1,NCBITaxon:9606,gene,1501,protein_coding,1.0201417,10000
ENSG00000089248,21840,0.9150385456956039,1.4530292885513498,1.9244273128335412,0.7550450354117326,0,False,ERP29,NCBITaxon:9606,gene,1333,protein_coding,1.0051744,10000
ENSG00000198931,27180,0.9729063270343472,1.3525103544071935,2.098536038917768,0.6445018476317801,0,False,APRT,NCBITaxon:9606,gene,584,protein_coding,1.0017889,10000
ENSG00000099624,29973,0.9155621490796509,1.3468728504372416,1.925979446045279,0.6993183926215697,0,False,ATP5F1D,NCBITaxon:9606,gene,704,protein_coding,0.99464977,10000
ENSG00000156411,24180,0.9812983922814136,1.6461256113824032,2.124212928762535,0.7749343717424604,0,False,ATP5MJ,NCBITaxon:9606,gene,728,protein_coding,0.9896468,10000
ENSG00000130811,30322,0.9160793475293366,1.3188230260792462,1.9275130124634015,0.684209661649129,0,False,EIF3G,NCBITaxon:9606,gene,709,protein_coding,0.98281956,10000
ENSG00000143549,2050,0.8377357916538901,1.3351122496444032,1.700009719330783,0.7853556567763003,0,False,TPM3,NCBITaxon:9606,gene,1185,protein_coding,0.98092014,10000
ENSG00000169583,16925,0.2567866284185336,0.802642424997088,0.34875134802142166,2.301474760022828,1,False,CLIC3,NCBITaxon:9606,gene,794,protein_coding,0.9791263,10000
ENSG00000126756,34577,0.9345695924139957,1.340566404752644,1.9826124964058578,0.6761615833587864,0,False,UXT,NCBITaxon:9606,gene,627,protein_coding,0.9711772,10000
ENSG00000196126,11402,0.33356337722581475,2.2015838530291405,0.48889759630577495,4.503159495285593,1,False,HLA-DRB1,NCBITaxon:9606,gene,1513,protein_coding,0.96977973,10000
ENSG00000205581,33202,0.9427767151813757,1.489761722592564,2.0072389317414294,0.7421945135905379,0,False,HMGN1,NCBITaxon:9606,gene,829,protein_coding,0.96781,10000
ENSG00000183172,34095,0.7997329142371283,1.1729685860884196,1.5931812878311196,0.7362430095444397,0,False,SMDT1,NCBITaxon:9606,gene,591,protein_coding,0.956727,10000
ENSG00000198258,30310,0.9527724158691856,1.3734184539400118,2.0373726636285956,0.6741125364379654,0,False,UBL5,NCBITaxon:9606,gene,460,protein_coding,0.9549681,10000
ENSG00000142168,33076,0.9099514265790365,1.3141878030349927,1.9093696746697295,0.6882835840871186,0,False,SOD1,NCBITaxon:9606,gene,880,protein_coding,0.9517104,10000
ENSG00000089280,26387,0.912167533868092,1.2271129506784748,1.9159242857600929,0.6404809207811357,0,False,FUS,NCBITaxon:9606,gene,952,protein_coding,0.94813955,10000
ENSG00000026508,18892,0.8753183452531831,1.442076190400176,1.8079354082477825,0.7976370083865773,0,False,CD44,NCBITaxon:9606,gene,711,protein_coding,0.94810116,10000
ENSG00000142347,30268,0.48887422870579494,0.8337138727149894,0.811554440952017,1.0273049233002132,1,False,MYO1F,NCBITaxon:9606,gene,627,protein_coding,0.9459908,10000
ENSG00000072818,27461,0.8363138962256522,1.1031342379888425,1.6959707464350682,0.6504441425740062,0,False,ACAP1,NCBITaxon:9606,gene,603,protein_coding,0.92888176,10000
ENSG00000100911,23269,0.6284241379558813,1.3374195647882607,1.141405066087655,1.171730881985181,1,False,PSME2,NCBITaxon:9606,gene,704,protein_coding,0.92249644,10000
ENSG00000110934,21067,0.6719576761937397,0.9481247316889709,1.251474412750667,0.7576061660013065,0,False,BIN2,NCBITaxon:9606,gene,1364,protein_coding,0.91993374,10000
ENSG00000166295,17603,0.9332165500301433,1.1847250667844436,1.9785625415779189,0.5987807015866171,0,False,ANAPC16,NCBITaxon:9606,gene,3100,protein_coding,0.9192193,10000
ENSG00000135940,4428,0.9069331012612116,1.4124617156066588,1.9004546714556856,0.7432230491067774,0,False,COX5B,NCBITaxon:9606,gene,651,protein_coding,0.91043496,10000
ENSG00000197540,29932,0.5777058645980864,1.0069119809596871,1.0173960743865682,0.9896951701519904,0,False,GZMM,NCBITaxon:9606,gene,932,protein_coding,0.90853035,10000
ENSG00000182196,22042,0.8903867539552471,1.2204978406213496,1.851836436788406,0.6590743201614903,0,False,ARL6IP4,NCBITaxon:9606,gene,1196,protein_coding,0.9049852,10000
ENSG00000100906,23379,0.847785133666977,2.5205715489179754,1.7286477943196679,1.458117470323342,1,False,NFKBIA,NCBITaxon:9606,gene,1537,protein_coding,0.8984334,10000
ENSG00000241837,33120,0.8367390237438923,1.2528758058122458,1.6971780047536662,0.738211196643369,0,False,ATP5PO,NCBITaxon:9606,gene,583,protein_coding,0.89026254,10000
ENSG00000136938,16390,0.7018895356983019,1.1941891750932776,1.3290556173577974,0.8985246061273945,0,False,ANP32B,NCBITaxon:9606,gene,687,protein_coding,0.8892966,10000
ENSG00000164032,8453,0.5187900758744537,2.040604319113302,0.8792237961201589,2.3209157078112557,1,False,H2AZ1,NCBITaxon:9606,gene,868,protein_coding,0.8875098,10000
ENSG00000240065,11413,0.7164767737064635,1.1723942595361343,1.3674182937147452,0.8573779251921892,0,False,PSMB9,NCBITaxon:9606,gene,1017,protein_coding,0.8872082,10000
ENSG00000113558,10164,1.0208416564121,1.3006954563436652,2.2466422440630436,0.5789508586716002,0,False,SKP1,NCBITaxon:9606,gene,802,protein_coding,0.88571763,10000
ENSG00000196735,11403,0.1345148302252055,1.025172713449287,0.16054063098071905,6.3857523617954275,1,False,HLA-DQA1,NCBITaxon:9606,gene,1206,protein_coding,0.88493735,10000
ENSG00000100300,34121,0.6928473696135503,1.6913262941381846,1.30545734335766,1.2955814318471237,1,False,TSPO,NCBITaxon:9606,gene,754,protein_coding,0.8793502,10000
ENSG00000159140,33116,0.9092100554267007,1.1225028103858732,1.907178622943317,0.5885672148875841,0,False,SON,NCBITaxon:9606,gene,976,protein_coding,0.878445,10000
ENSG00000077549,428,0.732249725188285,1.1428047515023338,1.409303609639877,0.8109003224652164,0,False,CAPZB,NCBITaxon:9606,gene,2063,protein_coding,0.87343395,10000
ENSG00000007312,28733,0.3759160056907842,1.5698410855308078,0.5719260389745299,2.7448323359025846,1,False,CD79B,NCBITaxon:9606,gene,1159,protein_coding,0.8705602,10000
ENSG00000143774,3056,0.8102169911699973,1.1357836738768812,1.6224192539146844,0.7000555936121574,0,False,GUK1,NCBITaxon:9606,gene,796,protein_coding,0.869968,10000
ENSG00000176340,19319,0.7712149439928521,1.3849121671474964,1.514558496599566,0.9143999193540305,0,False,COX8A,NCBITaxon:9606,gene,494,protein_coding,0.86469114,10000
ENSG00000122545,13008,0.738627438578681,0.961693072186086,1.4263583416752135,0.6742296406788256,0,False,SEPTIN7,NCBITaxon:9606,gene,760,protein_coding,0.86380464,10000
ENSG00000189067,25989,0.6957872344854475,1.027286933957687,1.3131145196479737,0.7823285163581841,0,False,LITAF,NCBITaxon:9606,gene,593,protein_coding,0.8624903,10000
ENSG00000168066,19360,0.7986304649101668,1.0199929683963678,1.590117169037949,0.6414577417642934,0,False,SF1,NCBITaxon:9606,gene,1142,protein_coding,0.85195124,10000
ENSG00000101182,32746,0.7835284303027052,1.3170022325392476,1.5483427352909824,0.8505883113031697,0,False,PSMA7,NCBITaxon:9606,gene,849,protein_coding,0.8508346,10000
ENSG00000115053,5604,0.6755612523888403,1.0887914677112882,1.2607332027237927,0.8636176673727135,0,False,NCL,NCBITaxon:9606,gene,2659,protein_coding,0.850826,10000
ENSG00000109332,8472,0.8669775194810082,1.1582935278616278,1.7837891140661073,0.6493444313158726,0,False,UBE2D3,NCBITaxon:9606,gene,660,protein_coding,0.844175,10000
ENSG00000111775,21964,0.7923528286191682,1.350193138772951,1.572707043866135,0.8585153503478585,0,False,COX6A1,NCBITaxon:9606,gene,572,protein_coding,0.84340227,10000
ENSG00000172531,19499,0.6675959158936045,1.1051625496239512,1.2402975784990087,0.8910462850156127,0,False,PPP1CA,NCBITaxon:9606,gene,1443,protein_coding,0.84280014,10000
ENSG00000169020,7644,0.8849425597480299,1.30899187870145,1.835933751454097,0.7129842662745529,0,False,ATP5ME,NCBITaxon:9606,gene,303,protein_coding,0.840051,10000
ENSG00000111678,20502,0.8737547406521985,1.3292971669914968,1.8034004574648113,0.7371059275765549,0,False,C12orf57,NCBITaxon:9606,gene,640,protein_coding,0.83964086,10000
ENSG00000127314,21425,0.6928521733143214,1.126812289580179,1.3054698430476879,0.8631469317900073,0,False,RAP1B,NCBITaxon:9606,gene,640,protein_coding,0.83363736,10000
ENSG00000116824,1723,0.6517020712757108,1.1025050630853594,1.199849205712669,0.9188696861595144,0,False,CD2,NCBITaxon:9606,gene,1021,protein_coding,0.83099294,10000
ENSG00000127152,24081,0.7291417307894001,1.1893135163693742,1.401017184621655,0.8488928825533234,0,False,BCL11B,NCBITaxon:9606,gene,7603,protein_coding,0.8289,10000
ENSG00000165119,16229,0.7749378120904344,1.1068628472538966,1.5247465492674932,0.7259323510519085,0,False,HNRNPK,NCBITaxon:9606,gene,2038,protein_coding,0.8257997,10000
ENSG00000114861,6538,0.8366629651483503,1.2743723625043581,1.6969619956139093,0.7509728360408915,0,False,FOXP1,NCBITaxon:9606,gene,1777,protein_coding,0.8257556,10000
ENSG00000101745,29282,0.5864045660777063,0.7905794974870887,1.0383366031747365,0.7613903767493332,0,False,ANKRD12,NCBITaxon:9606,gene,978,protein_coding,0.8256933,10000
ENSG00000134884,22862,0.7524588943321935,0.9661861312337344,1.4635786561152435,0.6601531986004628,0,False,ARGLU1,NCBITaxon:9606,gene,2092,protein_coding,0.8226091,10000
ENSG00000070831,481,0.9946182539028067,1.6025349340697639,2.165187567078802,0.7401367707939925,0,False,CDC42,NCBITaxon:9606,gene,2606,protein_coding,0.82148075,10000
ENSG00000136888,16537,0.9507252387239129,1.169017814967221,2.031188562982288,0.5755338703073207,0,False,ATP6V1G1,NCBITaxon:9606,gene,1101,protein_coding,0.8181864,10000
ENSG00000197111,21149,0.8326774947419492,1.146076602256643,1.6856561122824134,0.6798994135922249,0,False,PCBP2,NCBITaxon:9606,gene,1319,protein_coding,0.8179469,10000
ENSG00000167468,29968,0.8425330874906027,1.280814238108887,1.7136606247190864,0.747414172696124,0,False,GPX4,NCBITaxon:9606,gene,818,protein_coding,0.8152603,10000
ENSG00000186010,30693,0.7942342780878389,1.1951708017760647,1.577918225837619,0.7574351967154948,0,False,NDUFA13,NCBITaxon:9606,gene,593,protein_coding,0.8122779,10000
ENSG00000166913,32495,0.7402222672346775,1.1503474675625673,1.4306337326106302,0.8040824435668672,0,False,YWHAB,NCBITaxon:9606,gene,893,protein_coding,0.80807805,10000
ENSG00000142089,18345,0.19626240055338634,1.5493960393362967,0.2501057102970531,6.194964671121639,1,False,IFITM3,NCBITaxon:9606,gene,345,protein_coding,0.79755694,10000
ENSG00000163221,2013,0.2022742320683855,2.9125692292430254,0.25940824594230943,11.227743430676442,1,False,S100A12,NCBITaxon:9606,gene,485,protein_coding,0.7968301,10000
ENSG00000179144,14152,0.7086955790741187,1.18655578098697,1.3469098077169162,0.8809467227735011,0,False,GIMAP7,NCBITaxon:9606,gene,1214,protein_coding,0.79641163,10000
